products,Adelaide,Albuquerque,Albury-Wodonga,Arlington,Atlanta,Austin,Ballarat,Baltimore,Barrie,Belfast,Bendigo,Berlin,Bielefeld,Birmingham,Bochum,Bonn,Boston,Bremen,Brighton,Brisbane,Bristol,Cairns,Calgary,Canberra,Cardiff,Charlotte,Chicago,Cleveland,Cologne,Colorado Springs,Columbus,Dallas,Darwin,Denver,Detroit,Dortmund,Dresden,Duisburg,Düsseldorf,Edinburgh,Edmonton,El Paso,Essen,Fort Worth,Frankfurt,Fresno,Geelong,Glasgow,Gold Coast,Halifax,Hamburg,Hamilton,Hanover,Hobart,Houston,Hull,Indianapolis,Jacksonville,Kansas City,Kelowna,Kitchener,Las Vegas,Launceston,Leeds,Leicester,Leipzig,Liverpool,London,Long Beach,Los Angeles,Louisville,Mackay,Manchester,Melbourne,Memphis,Mesa,Miami,Milwaukee,Minneapolis,Montreal,Munich,Münster,Nashville,New Orleans,New York,Newcastle,Newcastle upon Tyne,Nottingham,Nuremberg,Oakland,Oklahoma City,Omaha,Oshawa,Ottawa,Oxford,Perth,Philadelphia,Phoenix,Plymouth,Portland,Portsmouth,Quebec City,Raleigh,Regina,Sacramento,San Antonio,San Diego,San Francisco,San Jose,Saskatoon,Seattle,Sheffield,Southampton,St. John's,Stuttgart,Sydney,Toowoomba,Toronto,Townsville,Tucson,Tulsa,Vancouver,Victoria,Virginia Beach,Washington,Wichita,Windsor,Winnipeg,Wollongong,Wuppertal
Cooking,281.1515595611765,292.81600301875,278.0773273905263,268.85001657333333,254.262932938,239.04250333428573,350.4811550636364,47.66564298,259.61005080666666,241.54083282850002,322.21436468999997,267.3457680661538,254.94416153100002,209.25497786882352,341.87671545,241.22823878357144,245.94709317421052,239.262191777,307.170906425,231.47191670277778,284.231935066,198.7837398631579,231.03600126235295,233.9138026725,252.84989957,103.107691105,266.839574986,288.43014293777776,227.89569423666669,231.8495965077778,142.141303736,309.8162134,292.1497486923077,174.756390615,278.664195575,246.0207317722222,229.50829514555556,246.98778540200001,272.0476259995,216.63659672533333,275.6243251788889,177.27080183625,258.777250348,259.479987273125,271.63259916795914,251.29314253333337,189.645752936,270.2330823746667,279.26373002444444,288.53235206153846,269.0496747371429,274.4156083446667,242.49151535000001,283.70470056615386,160.979309814,307.11320532727274,285.6973677275,220.1093388542857,174.327708979,211.92662678166667,206.53746193916666,160.18997343,230.20794224,165.83415711714287,354.45155930000004,266.54850153666666,184.57769504823528,274.3125760816667,204.4768837475,207.95276711333335,290.2980909633333,224.00934114818182,286.4377669227273,259.2940551154545,235.1494100366667,184.10844930599998,189.67933628999998,296.32187225,274.79572545125,264.3070273355556,282.51146449,212.83524882384614,190.39155777333335,239.165480815,221.1764506295,330.50205585,238.66767213777777,239.187706073125,272.63661144400004,272.396203191,122.08297223666666,289.49576046,285.42283262333336,273.65900781,241.130331621,259.1410154235,260.4847855,270.548830288,279.4832749557143,344.7801243,248.6396134334351,311.1545665888889,260.9968154466667,253.07313154916667,232.900554796,298.67290217125003,244.02143934333333,238.50047034507244,189.29009175000002,228.03104376785717,290.3372278828571,230.13576790153846,317.0673594647059,269.2759107765,259.07679903578946,233.09373005888887,270.515235223,250.8530059090909,236.32591704166668,304.9682534057143,271.15065663666667,216.88610813769233,313.949026145,334.70916040000003,279.4066667375,200.57986287857142,247.1799498040909,263.5703444586957,287.95751377777776,311.7994562614286
Counter-depth refrigerator,203.4787393,339.4348694,209.01602141125,92.47086811333334,445.2637326,226.0510536,262.8767884466667,355.2403304,339.62816855,259.61464285625,191.93822876000002,222.98126164,412.755128,205.3436315525,281.9983166436364,209.57228539714288,266.5024591666667,306.0625561875,215.648342375,319.8743652,332.189642175,241.42057272166664,320.7736019285714,333.6758963,320.3990240688889,339.9383766,306.88874985,169.5077549,272.2415177916667,172.97371355,217.64874225,287.99717623333333,329.38714578199995,176.6130649,161.5854705075,236.15842403888888,329.14813753333334,232.33584363076923,211.07151259857145,239.47339646833333,182.14912538285714,198.37723278333337,203.586132795,309.6265572,239.80399819200002,155.74057957,218.96809284111112,319.557942332,282.06863636,167.87706659142856,322.5072812375,271.2297236877778,263.919609885,224.14487218,270.435041575,256.76371660200004,250.83208607999998,431.7209971,349.79942273333336,318.3449004857143,380.03001489999997,254.14151937666668,212.14232653555555,262.85961055999996,216.46610851625,202.41873078999998,347.3258381936364,281.74432574818184,309.725236825,139.23221404666666,297.40898265,323.97121331571424,184.18660397666667,312.6837483433333,211.77618617666667,271.0983444,294.500750374,170.5557508866667,177.24446905333332,128.461654034,186.64199050833335,278.058773585,139.95178538333332,330.6735069666667,460.5651528,178.87122946666668,338.46336023333333,196.59489111800002,253.74476423000002,133.7072652,59.763352435,281.2122829125,219.08213452428572,279.323270575,187.74277703333334,365.37273401428575,159.52504077,398.25646873333335,193.54468826666667,229.78237410399998,319.76265285,196.542661658,369.5424523666666,272.85054398625,247.359166215,349.58384565,346.44183858,257.29598520467533,,231.57969921333336,210.9858748575,233.09106770999998,131.918851394,263.89810453999996,211.4825347675,140.68821766,293.61277577625003,226.49906672875,152.24581582000002,296.3457116285714,304.78861832,269.3571253833333,167.02242628142858,171.9996402925,231.1706473,277.5512396,310.75508126666665,259.8840093711111,209.81226038285715,292.04571303333336
Crackers,215.30452574666666,447.4310959,128.434186,302.98745225,298.6784969,255.67305640000004,259.6538017433333,330.354783,164.228474475,166.03761671666666,324.46297187749997,347.02756569999997,225.46396064,340.0901209,189.379466432,232.7789233,278.6868242612,254.68045618000002,292.7190222475,416.0096141166667,149.63864671,328.2691246333333,238.55034526999998,59.81007462,289.17395425,56.863452775,261.3495860855556,345.633564,280.36297625375,472.9008833,426.671097,354.3107748,347.62473544999995,410.013302,265.6843005,264.78992612999997,246.295678,308.3328398928571,249.08617189999998,306.3508037828571,180.887374405,221.3370891666667,221.70576823375,286.59641823833334,199.88625102058825,226.7239749,174.89501330000002,272.02780864,332.54204585,250.98492067166669,200.23407740000002,328.7231364211111,306.226611275,217.209138898,34.08991731,244.15212834,432.38207215,141.2925203475,272.485206055,420.57978335,293.03139707857144,54.915107145,234.27371603,132.4502815,206.22907510750002,233.8084568411111,197.2812523,101.2244695,208.02632932666666,362.6649702,287.1419202,294.55991455000003,247.645498525,293.995545016,,318.6657952,197.9031816275,119.4571874,114.69387066499999,223.5912583,267.83883276555554,211.58661875875,368.2109097,361.26911283333334,247.51846336100002,351.2053182175,271.27281193333334,309.5935000777778,217.55256680000002,299.75248139666667,,231.6887909,456.56825733333335,187.17355913333333,259.38083809,382.11412895,,401.3771678,234.86466754999998,171.73667615,210.89411329117647,285.47229115,,150.272681625,,169.7690489,278.4458212,270.37620890464285,185.80468082250002,347.98020216,441.6560929,80.92882181666666,,259.7395828,146.77890186666667,259.855425674,231.3607075,288.85638061833333,296.62521880428574,183.51149015,181.3407186,237.566987925,281.481623255,186.941496445,446.9867047,299.0964167,290.07684417999997,246.75477229285713,335.878207,279.8560619057143
Cranberry juice,262.1584067775,239.33205962000002,360.9571741857143,43.30452471,218.36057066799998,329.12406345,270.260554745,231.57346281142858,230.20834166235295,267.94145419714283,200.0339526188889,175.3379939942857,225.65053535545456,248.92728979875,245.03345655714287,258.28735142666665,273.1120271014,207.03997496583335,337.11950544,270.0371339881818,311.7027442718182,113.20300386999999,293.6424957755555,286.37335122999997,212.8775875988889,,272.61093285604653,231.14152020714286,231.8310565907143,275.9612682333333,24.6640211,274.1769536,208.6663984966667,494.7667384,247.69277145,241.02582207142856,290.09927816125,210.97855431222223,201.5583033325,323.29099116777775,221.97659517625,225.3799534433333,305.3997013976923,254.5284551728,219.05540664510204,260.15870569000003,269.7400057442857,205.23538256875,262.3389272225,229.368663805,295.59479508,325.07218853999996,252.64875059000002,270.047184398,318.34270044285716,161.71404195,328.5781547,106.5621108,264.05655236,267.72960742076924,204.4723078557143,196.034209502,310.37696548444444,359.678901775,276.02327151428574,233.334263075,294.2065457669231,234.27007171047617,238.80344260166666,233.5320866,238.2943473,251.92255138599998,222.1129923225,266.278346168,392.50102589999995,196.241941025,33.27582069,307.52268735,299.60094591,180.61092737142857,360.434347075,297.521230915,259.8031821,124.16511552000001,260.7691177157143,252.68862665428574,236.55036446636362,338.6236409,260.3081658925,411.9560762,214.981839885,333.6773657666667,278.26149814625,182.69011928181817,264.53610748125,251.38641366299998,283.78046836,157.44057160666668,246.88100580923077,263.74359336666663,266.7173784556322,231.3503672646154,261.722733538,330.6152358,240.81511992,151.00400357166666,166.7003954375,258.23553886827585,234.73878487399998,289.6200123625,170.26472883333335,277.6785083769231,388.67150054545453,203.14355696666667,268.9011947053846,302.0423187357143,289.344339294,248.92804656083334,270.6130974764286,265.0421738875,263.46157815000004,288.40555339375,238.5052339,251.51325211333332,268.27785425,362.48366935,286.78347945714285,214.02328762,281.55062173125,378.74562394
Cream soda,280.99898979,327.353788605,246.25503349142858,276.97339113333334,304.89445895,433.2618027,200.59717668222223,257.4959693,234.7063906892857,246.18011921800002,209.64815979857144,220.91087068272728,194.221712976,291.863604162,288.92403966,250.4281012625,276.48583781894735,271.89665283333335,163.69031510375,254.32449948666667,332.5388864,306.6307263,256.23458535363636,262.4289145742857,253.8650488772727,365.4154295125,240.33097038511627,293.164218862,279.3851836042857,272.549144796,450.29755950000003,326.48933524,260.19026212,112.78137926666666,185.9414227433333,270.87307196,288.19704316444444,267.82805839125,227.50569840705882,308.9189620444444,254.99629735416667,381.97059423999997,198.04745834333335,238.32573345708332,272.4090853488889,257.17123879,228.90036685375,266.8544372833333,258.237551471,324.2747304777778,270.30806669636365,208.3951423453333,268.57098955000004,251.4525630888889,343.1881302,165.02754678333332,187.20778623249998,164.74692413,175.6120921,275.48538615555555,247.14258283499998,233.842716532,301.65580203,283.23784086142854,260.51046168777776,372.075322525,271.4476760514286,247.59874112066666,368.3847197,179.46676174142857,308.56603295,261.13987902499997,219.2336548541667,283.77492418444444,116.516048045,101.13572440499999,,281.2168523,223.410355995,246.69157637142857,239.01103624,321.4931350142857,390.18640945,206.10852989,296.02672208111113,246.400254885,323.9488063666667,202.7088559277778,226.44708547800002,288.9126327266667,197.05329287666666,121.832472905,183.467609468,249.87232685600003,282.7542767718182,257.81540944166665,209.87809237333332,38.84687521,228.42584247692307,220.8700098425,249.2581063821212,199.21382366833333,229.3247031325,255.57688369399997,243.21958236666669,330.28015485000003,168.750663638,220.49273227428571,240.66409328666666,247.62464522624998,165.35797893,254.79789591181816,342.45781783571425,314.8397234,323.90053352222225,185.47696014571426,244.32936517666667,274.5250638871429,262.38934939,372.0813941,327.5611551,146.3829351725,214.53349307777776,378.98562445,185.2901902,189.33798722666666,303.9118431666667,273.7341244875,267.92293578444446,229.76716915636362
Crew neck tee,187.8076813716667,321.7924305,278.632914555,204.916974105,176.70682542666668,303.6792249685714,313.34859179222224,267.04710543333334,272.5617012166667,277.44810834,299.1585111975,240.30255648666667,185.554648025,295.8600679277778,298.50012762142853,172.410681016,293.07244557212766,285.14724819555556,206.21800722777778,230.85403113714287,289.8184531333333,303.45866275555557,211.790850934,316.222612955,277.3681396877778,193.84021262333331,254.4653278551724,149.1949727,295.0812081271429,221.41568080000002,299.5571388975,,235.37336703083335,162.230616685,211.39090537,221.13573146250002,191.769215151,175.90650509,280.47861414,322.63352306727273,379.7468943666667,276.7280020233333,322.98676330899997,228.58831681413793,285.2613084617073,186.719091,270.1291691422222,335.96957078444444,329.76978262142853,284.9517984875,273.39368145272726,241.67172023454543,291.658380362,343.1833741375,363.1908308,242.74255978000002,280.3127962,229.23901194571428,391.190770325,284.98702945,294.49982367999996,226.44376589,272.52675778538463,153.74731021642856,226.708189826,230.7266342142857,251.1236449425,213.9724600175,147.9159985175,383.67689615,13.31818731,228.6562699772727,245.991012469,311.3000562111111,281.64638292,266.9452002,387.697769225,214.5683072633333,314.98374982666667,246.90900992400003,213.91610150125,138.86834558,236.74694906666664,240.06293807400002,249.81784750173915,139.5899152525,327.07684619571427,267.88272532,207.46220122,277.228285062,214.0932576,161.58194111,240.047854475,200.992136688,334.63614996,263.07856155272725,310.03684955,244.55903869666668,179.6207714125,268.4193543075,258.65780778939023,221.4618561777778,232.84376120000002,177.39673523300002,127.39243552666666,270.679821005,330.5826073,297.3567204173214,333.4012898,178.308496215,360.89213195,265.09357702,252.49338913999998,267.9907284114286,307.6839146111111,285.07173879777775,250.24499009833335,239.05782283384616,225.14120321545454,343.41159465,307.51007325,314.77130121700003,306.7762295990909,173.60154478333334,307.1829963714286,177.88191067333332,336.8949009,252.89733875400003,176.99116043857143,185.03593853777775
Crime,287.22273866,270.36009905,261.95832834,,454.9732877,236.65827507000003,244.91373353333333,60.0623901,275.08535192,364.5844608,218.17492709333337,238.97340643249998,325.9663129,251.93129129222223,435.47983880000004,247.30223677428572,312.1307966557143,437.27499975,324.8004065,337.28212021666667,138.89488183333333,,293.22288815,344.45607681666667,311.232658275,164.1407924,273.7120827873333,,239.9796673733333,160.659320185,86.11290628,174.29133054,413.6540445,231.72691270500002,406.87261475,237.793717375,199.86032355,351.476522875,188.974064164,155.947444605,298.640538062,138.9035795,327.78395913,222.28317645941178,263.91851244214286,188.60692179,202.9420493425,300.67648210000004,297.7760789,327.60164382857147,184.08630596,349.62853552,327.9069847,124.10206349750001,183.9195698,308.771841755,263.9194099,309.30045770000004,,278.8595213666667,204.32916770555556,491.7872532,325.597665925,276.72237763333334,205.119556022,240.163435165,209.59008130666666,230.2362588088889,268.2546456,208.782216425,253.45202712666665,214.59197134875,331.20334943333336,172.67584373666668,339.6266015,393.7637079,367.36518235,450.07938585,328.93754655,301.54196437666667,197.8257601725,262.4337684966667,462.0405557,278.4427493,260.6815120275,306.4449369571429,219.62465798,228.62974427166668,197.49229894333334,135.6793391,152.59853335,78.39988792,162.46355438,117.3989222,302.648908825,301.6370873816667,423.6702957,249.93708005,178.3037841975,181.2820406,253.60770302040817,298.7424851,202.7391895525,185.7122614477778,,,333.84480852499996,253.23093526272726,128.50638672,250.9788272,188.86771478499998,236.12225154400002,303.132836595,330.85687834,211.17303706625,220.84264129000002,286.5762211,427.54221866666666,334.27801926666666,332.90085154999997,60.53317625,261.91530639,260.21173189999996,361.0442039,216.0829174,486.9998744,89.582273985,261.5563222125,262.68244914875,303.72639088
Crop top,229.151902387,292.4036781,308.769030345,187.402703116,266.703146312,349.40917628,213.96526139142858,230.894127868,292.0321672377778,203.30406552454545,229.7007764157143,308.4419109818182,282.74582945000003,202.2652752175,303.2817773854545,290.070550975,221.39022136365384,226.81734613,274.874167103,349.5192229,203.95546352625,290.36574179999997,286.5308185814286,210.48047621285716,165.93743149142855,83.97569272333334,228.29710507489364,265.15494985,263.3626634428571,405.220064,309.46575365399997,121.201819575,256.94695911285714,298.54707465,218.37163810375,293.7003262,242.7138742075,206.8178322022222,347.210311,358.6236906285714,250.43396250400002,286.9704344344444,300.21124526555553,279.5693496839286,237.8703100089189,318.1847246,336.99138008,269.5254818428571,296.753354483,359.64063720375,223.647277035,295.57401405307695,260.57323745714285,222.64152851142856,369.6202015285714,259.50841968,,259.52629845,150.58321854333334,258.944246513,220.20090980125002,253.31903275625,261.724804345,283.3418450911111,181.48104364124998,195.72078595000002,249.12179551166665,308.93453166583333,153.707684765,206.38618154800002,247.69135523,268.9129630657143,332.152598675,260.602878835,274.31134452,107.42711311,326.430117825,104.67212715,279.8132577966667,212.51076627000003,169.29373449181819,173.03672618333334,426.6694988,265.574198655,262.4337462982353,226.34943147555558,207.149807475,278.1605940678572,293.329776976,207.8258746675,203.9625394,213.02484768,245.76700609600002,267.4543480972727,289.3087780084615,290.5426270181818,241.79311055,330.407869225,389.428319175,313.101085135,254.06839567895835,244.863789424,267.4610174857143,239.108157248,273.61831380333336,312.629119575,294.36369675000003,252.21298036622224,212.36816761,283.5447582418182,218.20238511714282,242.37890414333333,160.48520297000002,276.94590080125,306.0990039883333,316.86489006666665,325.23276072875,278.0521063457143,251.29326207857142,443.3190777,210.1276035125,132.565432855,198.09378721666667,14.46674624,350.5751539333333,72.90518291,224.84230528416666,373.378033,246.91951946769228,299.6826766
Cropped jeans,273.12588717,,290.18238863199997,19.61774748,48.79961098,169.2064745,126.8521073,361.12301190000005,255.28909349333333,316.39647023285715,208.9488683975,195.04152977,364.2206779,476.6349361,218.42609562666667,345.1677603,273.35233493227275,337.6669385,277.11784946666666,215.112012602,255.50805353375,190.17013029999998,229.18283465000002,234.83404912999998,193.927684255,259.47726339999997,236.66556119416668,98.75907095,125.71172894499999,223.99472346666667,168.4047684,332.7950216,169.21934261333334,130.5523366,284.9954268,205.71956616,322.3966892225,234.79460894333337,247.31371749375,300.169165303,195.31872830999998,240.6051599,68.48112664,259.65151990066664,252.57137999760002,188.58034606500001,288.4968674,208.926234854,192.9361376,,309.1238257,197.305437695,278.093829302,236.1209564575,,227.10599144399998,73.5287996,117.17484605,255.0727213,221.61349822,249.492219636,210.58256425000002,194.70385935,196.437912665,275.90890601,119.94020928500001,312.12849824,205.2625655725,382.1667061,,296.0912226,124.386925746,263.67819595285715,,96.71111247,461.8862242,186.4287115775,247.129967225,142.2961386,227.60666229999998,189.40045266666667,227.07588017857142,377.0749273,79.49854045,222.67331757125,255.63238853333334,234.8434546,238.17136493400002,336.97809520000004,328.63978986666666,325.4156066,453.2417858,279.02526628000004,343.7781400857143,300.2910745166667,273.517517097,183.415558785,,306.67499708142856,211.86976388,260.9754868534146,248.42929403333335,187.2612548,182.26712111,,109.2420828,343.2311529,276.9796895572727,,253.77304034714285,222.7889607666667,269.27371158,319.0273995,154.04368861333333,261.94077846666664,326.7834741444444,313.23175256,276.292951175,350.15879458,353.158586,,257.53277825,274.679074425,177.66715745,,293.42593201,195.95236832499998,142.4976530925,201.667229485,177.23207275
Curtains,206.29846372499998,427.262861,228.69909301416666,412.1341514,360.5647092,385.84198964999996,399.18303679999997,201.79116247000002,225.15214002,314.7358084885714,263.8121808957143,359.756364658,303.29662904545455,295.11839301727275,258.02905647875,256.71939661666664,287.1693407997222,242.36126700124998,208.82627989454548,230.14233045714286,217.73471413,232.8481103375,249.48345438111107,275.51344273666666,302.00492349,220.2417764,273.32705131573533,141.2513076575,366.4434587571428,205.58741784000003,267.86259938666666,331.2006065,250.09323205363637,207.07775406000002,191.3482242,247.28787772,232.20041992857142,196.552469264,273.8297598908334,279.150174882,268.95585499,252.68016728,198.0859429657143,277.6348017021739,257.2990991702439,331.5532926,246.94263693124998,244.352641525,191.7737792881818,265.377904963,305.9153172125,272.537207,246.6108077276923,260.21250525666665,296.417052925,173.0811033142857,162.06542409500003,228.92756673333335,88.902573485,194.130199282,266.43493019799996,258.348396184,267.75671687700003,203.884847705,344.95499185,156.42596146777777,102.4690200342857,225.9659599952,104.16529252,210.64731335,306.9252564,268.75860494166665,246.676410998,275.5961888077778,233.29962682,255.9710983,296.33093182,328.23942878428574,198.87394788333333,177.5201845077778,234.304397355,213.51896523000002,231.96138488333335,352.2776914666667,299.01523667,261.01273365153844,242.4460071225,346.1262845,311.56142001999996,262.74664053333333,333.12955726666667,113.530019184,280.20511952,244.84380271,277.9051674111111,234.739567571,,164.56418966249998,262.328875866,169.86738675,256.2060288109901,272.03012236083333,141.39294732,258.9034842966667,371.29959329999997,267.58344145,262.21717615,235.98724172266665,281.30131788,313.63306547499997,120.99941890333334,298.49050400000004,261.486250285,158.27584119888888,253.77325800916665,197.76804701,289.29820194999996,282.58029963999996,318.5245211725,193.3763175942857,,246.371658561,304.9921428411111,229.61898135,256.104058225,333.7844051966667,244.25818525,267.741705986,263.8772621677778,262.08842428444444
Curved TV,103.465288125,157.29955756333334,274.89257583625,228.29273322333333,226.034123405,369.7460216,225.817010909375,352.386392325,288.97243973,255.40560124,289.1336257285714,286.77088033583334,270.57587554909094,193.297921912,212.0746589090909,237.4720422244444,228.1304428847222,231.3741077322222,231.24071093454543,357.876866625,240.555565063,293.74275527888886,133.3155622275,209.88796719,293.1238964171429,116.5953394975,248.16410374913045,173.963718635,115.95287609714285,109.59672556,237.507646165,300.98605533333335,251.93099014,269.08542048,261.32923934375003,211.29173342727273,311.3816845125,248.04779169583333,243.73218234875,260.750988421,283.75567248,236.51581289749998,320.98938455,253.40804398735295,249.30556713369566,184.4304441,231.382966775,240.10201476555554,271.09530443833336,164.14834129,195.82270985625001,259.58504213,324.72026633999997,198.82555441625001,220.1476141775,276.63035153,328.3443089,370.0212754,197.186130915,213.4815725677778,291.757001954,244.48751998333333,189.04185170888888,286.29890589,180.7635074342857,359.90644942,285.71805511375,297.3865517345455,94.71455037999999,269.08792466666665,350.2460005666667,271.86697233499996,331.37335676666663,245.13523749363637,314.95038274999996,222.12848341999998,239.65355967000002,235.769208375,292.13860675,320.01963969999997,162.29191664,240.66024449916665,447.45374990000005,321.36574313333335,267.38766652925926,277.515421800625,142.25600899,252.67047419666667,232.55116826636365,232.25670698100004,331.778697425,369.3822065333334,277.6790691566667,303.2824760375,225.0686588725,267.0867544345,293.179948546,279.09493735,163.513286765,340.9651271875,228.52027956035712,218.68467019666664,446.586686,253.6670152077778,329.5878547,263.6252887,272.97158509999997,231.1648473464706,89.67078706000001,211.87345873818182,144.806013765,248.0835916309091,322.33358232800003,191.4706827425,257.11190347818183,351.44410173333335,304.6837453111111,229.12311570769228,236.51142510545452,365.4316407333333,388.5512991333333,254.98879326125,180.1593398457143,307.7604568,289.98714449999994,117.6321486075,250.9277717444444,185.42389193285712,266.5161557,234.90730760533333
Cycling shorts,,346.43375405,229.26718598428573,377.3685581,381.0797703,171.26566474999998,318.76549028750003,251.71334479666666,219.93837703199998,361.5286073,185.01317196666665,151.81765895666666,227.88215754142857,227.79578105,251.538426405,288.76247374,259.0268453844444,306.029542135,185.014979066,342.26669225,154.31061352749998,284.4645018333333,267.135403016,281.25344957,230.53174937166668,225.08981406666666,241.59450950153845,208.24199003750002,347.95495855,203.255174735,251.0936535,212.46661217500002,198.902186745,,258.55440914,283.0238467,299.16257548333334,276.39721967500003,288.791147,321.36827976999996,235.3568087875,,223.04348097777776,225.6144527492857,303.96840503749996,230.34738693999998,306.62186764,398.716170775,391.25537026666666,266.7421882,231.66704778000002,278.35181145714284,252.62044696000004,264.7564412,36.34806874,209.00802814375,242.5372222,253.6874228,255.51065242666667,165.1639000125,236.48759952,369.57207005,270.165897898,229.22284792750003,268.86768795999996,262.05930925,340.4519052333333,249.9934152842857,154.5804247,383.5308282,365.61221313333334,151.6826211925,192.554638452,374.9759378,,205.5839597,299.00843514999997,319.1225547,123.2305336,249.89121015999999,267.297756894,187.3908330825,61.8726924825,244.51221644999998,202.41841780294115,287.9211101,295.70304111999997,232.4270995,412.75628095,300.2501881,358.0163727,205.13376113200002,271.625333425,284.297812375,279.36299708571426,214.17241475666665,321.987742322,278.6876832,283.7265969,,252.54746520153844,341.7673506,165.8103945,281.4317826,200.790140505,398.87599005000004,114.1260064,254.73957887,413.9328245,371.17398826666664,335.89040090000003,245.08061982499999,172.6332940375,279.83482355,297.252204225,351.8674037,244.30910647111108,188.91203785800002,375.019554325,,,279.86433929714286,216.3254848775,458.9383782,497.2695674,417.88872630000003,236.6172470816667,126.45728533333333,269.75371866666666,309.7915668
DJ headphones,246.59618306333334,266.20097176666667,154.39962494,,,,271.77807175,116.36759089,225.5869004,325.2339957,246.4339573475,313.88952953333336,199.42383266666664,310.45574128,,470.1707835,256.99105466869565,204.51798672,173.03770807,205.648198675,389.54153142,263.0686008966667,190.55632866599998,362.575210175,176.44820979000002,244.0454662,245.0646270309375,439.5242642,356.9946908333333,245.3285966,187.9805743,478.9060801,296.76194094,335.58036465,111.46353866,269.4335184514286,369.63491455,367.5816817,229.619953065,360.8240283333333,246.77090341,30.398126899999998,260.443784075,206.1480090875,212.95892543884614,451.311687,232.75844815333335,62.5463021,167.93461068666667,259.162770418,228.00348758333334,187.61177159166667,110.723033905,352.0284199,276.04673475,373.447490675,174.68494683333333,293.35905655,209.948240775,246.8207219,140.28136195000002,189.4184159275,278.017076374,275.3505564585714,263.73208346900003,310.3932575,172.1289385,212.18743527666666,343.54806095000004,100.83353758999999,291.1350209,230.841959176,299.227918025,355.29082212000003,381.83135685,,50.92628498,,437.8357733,264.18444158,161.9028134066667,208.93532452875,281.94603602,440.72251056666664,348.6220783625,249.94125615000002,250.17975655571428,269.73983503333335,415.8178578,361.69930955,185.60701542333334,,88.67430966333332,286.55938798,278.9422295,307.75947114,278.4225722,334.9851644,47.40154628,81.0819557,245.91114684152174,321.25252566,228.9119023,,,168.73483705200002,285.02034235,282.67887649275866,202.7960498,274.41583209714287,,192.69514,232.39635662,176.44818760142857,397.03617970000005,220.9500279,225.3582950525,211.97105126666668,229.4636049,234.47998755333333,,296.29181619999997,282.1364204766667,,253.5106644,246.8473018666667,47.26525177,230.325917784,379.2925278,287.18600715714285
Dark chocolate,198.665386,133.9297567,214.19301899400003,,363.23310305,116.12509,270.66430433333335,486.0495726,197.024999525,252.214751935,259.55919468999997,317.3055513,345.55506183333335,289.88142876666666,326.883828,328.86112056666667,273.1764056153846,439.7215935,89.05844228000001,149.77224894,123.61046897499999,318.18287804,267.94208126666666,200.38008135666666,236.07417654777777,380.4018547,246.4065177524138,352.4053819,260.87316160800003,,304.81240039333335,347.4405705,232.2411939725,181.182932775,256.78050429,370.63964473333334,246.47548779333331,164.25423614666667,259.43755593888886,301.98727801999996,287.19278527166665,222.8326787,293.40722883333336,248.38226022285716,231.22127823571427,172.20431221,246.9787747814286,223.16134545,240.55408192,195.36048302166668,242.119105235,221.2666216925,210.882495242,302.96772776,173.9381964,204.4671304325,276.8323686,,308.45751777500004,215.28478582375,41.10414989,103.7175441,256.4678026775,177.221778085,334.4117818666667,426.71098989999996,201.70495332142858,316.00137251714284,433.1101346,66.83419261,340.006515,298.0889100728572,198.741628625,164.6623311,223.8640818,290.0638507,,44.052084015,333.02069290000003,362.66781622857144,217.54125611714286,276.6085820025,312.83945755,455.5966268,228.55683216937499,416.8651006,215.5615209,134.47305221333335,209.79861735,403.69200935000003,365.4066105,476.970494,247.88520459999998,331.67237720625,276.4060723857143,340.142768525,280.56572133333333,249.949413,170.3640518475,178.0520591,273.22500087018517,288.73323996,228.32582485,366.4305664666667,209.2515642,26.81069746,284.8306875,292.1686272522857,75.46719672,348.3944499,,246.914655815,303.0284915666667,332.14565458000004,321.34554515,247.4139056,236.4078040075,188.5253576,185.66128507666667,387.930443325,141.232665995,303.33889946666665,238.58654439333336,133.22512519,131.0995424,342.29726286666664,246.853565,249.878844794,283.623568025,229.53943803333334
